STATION,DATE,STATE,COUNTY,ACMH,ACSH,AWND,DAEV,DAPR,DAWM,EVAP,FMTM,MDEV,MDPR,MDWM,MNPN,MXPN,PGTM,PRCP,PSUN,SN02,SNOW,SNWD,SX02,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDMV,WESD,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16
USC00081306,2/12/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/13/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/14/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/15/1998,Florida,Miami Dade,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/16/1998,Florida,Miami Dade,,,,,2,,,,,0.09,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/17/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/18/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0.35,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/19/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0.02,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/20/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/21/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0.09,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/22/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00081306,2/23/1998,Florida,Miami Dade,,,,,,,,,,,,,,,0.37,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
