STATION,DATE,STATE,COUNTY,ACMH,ACSH,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WESF,WSF1,WSF2,WSF5,WSFG,WSFM
US1NYQN0002,12/20/2011,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/21/2011,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/22/2011,New York,Queens,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/23/2011,New York,Queens,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/24/2011,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/25/2011,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/26/2011,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/27/2011,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/28/2011,New York,Queens,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/29/2011,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/30/2011,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,12/31/2011,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/1/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/2/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/3/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/4/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/5/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/6/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/7/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/8/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/9/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/10/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/11/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/12/2012,New York,Queens,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/13/2012,New York,Queens,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/14/2012,New York,Queens,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/15/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/16/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/17/2012,New York,Queens,,,,,,,,0.06,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/18/2012,New York,Queens,,,,,,,,0.1,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/19/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/20/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/21/2012,New York,Queens,,,,,,,,0.17,2.1,2.1,,,,,,,,,,,0.2,0.2,,,,,
US1NYQN0002,1/22/2012,New York,Queens,,,,,,,,0.16,2,4.1,,,,,,,,,,,,,,,,,
US1NYQN0002,1/23/2012,New York,Queens,,,,,,,,0,0,2.2,,,,,,,,,,,0.2,,,,,,
US1NYQN0002,1/24/2012,New York,Queens,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/25/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/26/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/27/2012,New York,Queens,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/28/2012,New York,Queens,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/29/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/30/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,1/31/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/1/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/3/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/4/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/5/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/6/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/7/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/8/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/9/2012,New York,Queens,,,,,,,,0.04,0.3,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/11/2012,New York,Queens,,,,,,,,0.07,0.3,0.3,,,,,,,,,,,,,,,,,
US1NYQN0002,2/12/2012,New York,Queens,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/13/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/14/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/15/2012,New York,Queens,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/16/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/17/2012,New York,Queens,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/18/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/19/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/20/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/21/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/22/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/23/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/24/2012,New York,Queens,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/25/2012,New York,Queens,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/26/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/27/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/28/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,2/29/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/1/2012,New York,Queens,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/2/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/3/2012,New York,Queens,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/4/2012,New York,Queens,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/5/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/6/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/7/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/8/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/9/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/10/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/11/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/12/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/13/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/14/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/15/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/16/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/17/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/18/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/19/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/20/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/21/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/22/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/23/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/24/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/25/2012,New York,Queens,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/26/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/27/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/28/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/29/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/30/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,3/31/2012,New York,Queens,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/1/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/2/2012,New York,Queens,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/3/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/4/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/5/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/6/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/7/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/8/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/9/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/10/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/11/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/12/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/13/2012,New York,Queens,,,,,,,,0.08,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/14/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/15/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/16/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/17/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/18/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/19/2012,New York,Queens,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/20/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/21/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/22/2012,New York,Queens,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/23/2012,New York,Queens,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/24/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/25/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/26/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/27/2012,New York,Queens,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/28/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/29/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,4/30/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/1/2012,New York,Queens,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/2/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/3/2012,New York,Queens,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/4/2012,New York,Queens,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/5/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/6/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/7/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/8/2012,New York,Queens,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/9/2012,New York,Queens,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/10/2012,New York,Queens,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/11/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/12/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/13/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/14/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/15/2012,New York,Queens,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/16/2012,New York,Queens,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/17/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/18/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/19/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/20/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/21/2012,New York,Queens,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/22/2012,New York,Queens,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/23/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/24/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/25/2012,New York,Queens,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/26/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/27/2012,New York,Queens,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/28/2012,New York,Queens,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/29/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/30/2012,New York,Queens,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,
US1NYQN0002,5/31/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/1/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/2/2012,New York,Queens,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/3/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/4/2012,New York,Queens,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/5/2012,New York,Queens,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/6/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/7/2012,New York,Queens,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/8/2012,New York,Queens,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/9/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/10/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/11/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/12/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/13/2012,New York,Queens,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/14/2012,New York,Queens,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/15/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/16/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/17/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/18/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/19/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/20/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/21/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/23/2012,New York,Queens,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/24/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/25/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/26/2012,New York,Queens,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/27/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/28/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/29/2012,New York,Queens,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,
US1NYQN0002,6/30/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/1/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/2/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/3/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/4/2012,New York,Queens,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/5/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/6/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/7/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/8/2012,New York,Queens,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/9/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/10/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/11/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/12/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/13/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/14/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/15/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/23/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/24/2012,New York,Queens,,,,,,,,0.02,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/25/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/26/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/27/2012,New York,Queens,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/28/2012,New York,Queens,,,,,,,,0,0,,,,,,,,,,,,,,,,,,
US1NYQN0002,7/29/2012,New York,Queens,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
