STATION,DATE,STATE,COUNTY,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WV03,WV20
USC00084050,12/19/2002,Florida,Broward,,,,,,0,0,0,,80,63,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/20/2002,Florida,Broward,,,,,,0,0,0,,80,73,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/21/2002,Florida,Broward,,,,,,0.05,0,0,,81,53,53,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/22/2002,Florida,Broward,,,,,,0,0,0,,72,53,58,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/23/2002,Florida,Broward,,,,,,0,0,0,,76,53,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/24/2002,Florida,Broward,,,,,,0,0,0,,78,65,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/25/2002,Florida,Broward,,,,,,0,0,0,,83,75,77,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/26/2002,Florida,Broward,,,,,,0,0,0,,77,50,50,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/27/2002,Florida,Broward,,,,,,0.33,0,0,,69,49,56,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/28/2002,Florida,Broward,,,,,,0,0,0,,74,56,56,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/29/2002,Florida,Broward,,,,,,0,0,0,,67,52,52,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/30/2002,Florida,Broward,,,,,,0,0,0,,70,51,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,12/31/2002,Florida,Broward,,,,,,0,0,0,,76,68,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/1/2003,Florida,Broward,,,,,,0.7,0,0,,81,72,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/2/2003,Florida,Broward,,,,,,0.07,0,0,,84,67,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/3/2003,Florida,Broward,,,,,,1.2,0,0,,80,67,67,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/4/2003,Florida,Broward,,,,,,0,0,0,,71,49,49,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/5/2003,Florida,Broward,,,,,,0,0,0,,71,48,50,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/6/2003,Florida,Broward,,,,,,0,0,0,,71,49,55,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/7/2003,Florida,Broward,,,,,,0,0,0,,72,50,51,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/8/2003,Florida,Broward,,,,,,0,0,0,,69,49,49,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/9/2003,Florida,Broward,,,,,,0,0,0,,69,47,48,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/10/2003,Florida,Broward,,,,,,0,0,0,,73,47,54,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/11/2003,Florida,Broward,,,,,,0,0,0,,77,53,61,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/12/2003,Florida,Broward,,,,,,0,0,0,,78,59,59,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/13/2003,Florida,Broward,,,,,,0,0,0,,74,58,61,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/14/2003,Florida,Broward,,,,,,0.22,0,0,,76,61,62,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/15/2003,Florida,Broward,,,,,,0,0,0,,69,53,53,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/16/2003,Florida,Broward,,,,,,0,0,0,,71,52,54,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/17/2003,Florida,Broward,,,,,,0,0,0,,76,52,55,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/18/2003,Florida,Broward,,,,,,0,0,0,,75,45,45,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/19/2003,Florida,Broward,,,,,,0,0,0,,56,42,42,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/20/2003,Florida,Broward,,,,,,0,0,0,,62,42,42,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/21/2003,Florida,Broward,,,,,,0,0,0,,65,42,50,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/22/2003,Florida,Broward,,,,,,0,0,0,,73,49,49,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/23/2003,Florida,Broward,,,,,,0,0,0,,77,49,58,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/24/2003,Florida,Broward,,,,,,0,0,0,,76,36,36,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/25/2003,Florida,Broward,,,,,,0.1,0,0,,57,,45,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/26/2003,Florida,Broward,,,,,,0.04,0,0,,66,44,54,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/27/2003,Florida,Broward,,,,,,0,0,0,,72,45,54,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/28/2003,Florida,Broward,,,,,,0,0,0,,69,50,52,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/29/2003,Florida,Broward,,,,,,0,0,0,,68,51,66,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/30/2003,Florida,Broward,,,,,,0,0,0,,73,51,62,,,,,,,,,,,,,,,,,,,,,
USC00084050,1/31/2003,Florida,Broward,,,,,,0,0,0,,75,62,63,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/1/2003,Florida,Broward,,,,,,0,0,0,,76,59,59,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/2/2003,Florida,Broward,,,,,,0,0,0,,76,50,50,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/3/2003,Florida,Broward,,,,,,0,0,0,,75,50,55,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/4/2003,Florida,Broward,,,,,,0,0,0,,75,55,65,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/5/2003,Florida,Broward,,,,,,0,0,0,,81,64,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/6/2003,Florida,Broward,,,,,,0,0,0,,73,64,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/7/2003,Florida,Broward,,,,,,0,0,0,,80,65,65,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/8/2003,Florida,Broward,,,,,,0,0,0,,79,67,67,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/9/2003,Florida,Broward,,,,,,0,0,0,,74,65,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/10/2003,Florida,Broward,,,,,,0.02,0,0,,81,69,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/11/2003,Florida,Broward,,,,,,0,0,0,,86,62,62,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/12/2003,Florida,Broward,,,,,,0,0,0,,80,58,58,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/13/2003,Florida,Broward,,,,,,0,0,0,,78,56,59,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/14/2003,Florida,Broward,,,,,,0,0,0,,74,58,67,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/15/2003,Florida,Broward,,,,,,0,0,0,,76,67,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/16/2003,Florida,Broward,,,,,,0,0,0,,81,71,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/17/2003,Florida,Broward,,,,,,0.2,0,0,,83,65,66,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/18/2003,Florida,Broward,,,,,,0,0,0,,79,57,57,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/19/2003,Florida,Broward,,,,,,0,0,0,,70,56,70,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/20/2003,Florida,Broward,,,,,,0,0,0,,80,67,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/21/2003,Florida,Broward,,,,,,0.55,0,0,,81,67,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/22/2003,Florida,Broward,,,,,,0,0,0,,83,75,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/23/2003,Florida,Broward,,,,,,0.2,0,0,,84,66,66,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/24/2003,Florida,Broward,,,,,,0,0,0,,75,64,70,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/25/2003,Florida,Broward,,,,,,0.05,0,0,,77,70,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/26/2003,Florida,Broward,,,,,,0.1,0,0,,79,68,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/27/2003,Florida,Broward,,,,,,0,0,0,,80,67,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,2/28/2003,Florida,Broward,,,,,,0.02,0,0,,87,68,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/1/2003,Florida,Broward,,,,,,0,0,0,,88,71,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/2/2003,Florida,Broward,,,,,,0,0,0,,85,71,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/3/2003,Florida,Broward,,,,,,0,0,0,,89,69,70,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/4/2003,Florida,Broward,,,,,,0,0,0,,80,69,77,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/5/2003,Florida,Broward,,,,,,0,0,0,,89,72,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/6/2003,Florida,Broward,,,,,,0,0,0,,86,71,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/7/2003,Florida,Broward,,,,,,0,0,0,,87,76,77,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/8/2003,Florida,Broward,,,,,,0,0,0,,86,71,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/9/2003,Florida,Broward,,,,,,0,0,0,,83,70,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/10/2003,Florida,Broward,,,,,,0,0,0,,86,71,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/11/2003,Florida,Broward,,,,,,2.25,0,0,,86,70,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/12/2003,Florida,Broward,,,,,,0.5,0,0,,82,72,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/13/2003,Florida,Broward,,,,,,0,0,0,,85,73,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/14/2003,Florida,Broward,,,,,,0,0,0,,86,70,70,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/15/2003,Florida,Broward,,,,,,0.07,0,0,,84,70,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/16/2003,Florida,Broward,,,,,,0.2,0,0,,85,68,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/17/2003,Florida,Broward,,,,,,0.55,0,0,,85,67,67,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/18/2003,Florida,Broward,,,,,,0.62,0,0,,84,67,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/19/2003,Florida,Broward,,,,,,0.02,0,0,,88,69,77,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/20/2003,Florida,Broward,,,,,,0,0,0,,88,69,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/21/2003,Florida,Broward,,,,,,0,0,0,,88,79,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/22/2003,Florida,Broward,,,,,,0,0,0,,88,78,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/23/2003,Florida,Broward,,,,,,0,0,0,,90,71,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/24/2003,Florida,Broward,,,,,,1.2,0,0,,85,67,67,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/25/2003,Florida,Broward,,,,,,0,0,0,,78,62,63,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/26/2003,Florida,Broward,,,,,,0,0,0,,79,62,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/27/2003,Florida,Broward,,,,,,0.02,0,0,,82,70,70,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/28/2003,Florida,Broward,,,,,,2,0,0,,79,67,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/29/2003,Florida,Broward,,,,,,0.05,0,0,,82,68,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/30/2003,Florida,Broward,,,,,,0,0,0,,82,69,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,3/31/2003,Florida,Broward,,,,,,0.08,0,0,,86,53,53,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/1/2003,Florida,Broward,,,,,,0,0,0,,87,52,53,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/2/2003,Florida,Broward,,,,,,0,0,0,,71,53,68,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/3/2003,Florida,Broward,,,,,,0,0,0,,75,67,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/4/2003,Florida,Broward,,,,,,0,0,0,,79,71,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/5/2003,Florida,Broward,,,,,,0,0,0,,82,70,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/6/2003,Florida,Broward,,,,,,0,0,0,,83,74,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/7/2003,Florida,Broward,,,,,,0,0,0,,83,75,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/8/2003,Florida,Broward,,,,,,0,0,0,,84,76,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/9/2003,Florida,Broward,,,,,,0,0,0,,84,76,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/10/2003,Florida,Broward,,,,,,0,0,0,,84,65,65,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/11/2003,Florida,Broward,,,,,,0,0,0,,75,60,62,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/12/2003,Florida,Broward,,,,,,0,0,0,,75,58,58,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/13/2003,Florida,Broward,,,,,,0,0,0,,80,58,61,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/14/2003,Florida,Broward,,,,,,0,0,0,,79,60,62,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/15/2003,Florida,Broward,,,,,,0,0,0,,80,62,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/16/2003,Florida,Broward,,,,,,0,0,0,,80,72,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/17/2003,Florida,Broward,,,,,,0.2,0,0,,81,69,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/18/2003,Florida,Broward,,,,,,0,0,0,,81,68,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/19/2003,Florida,Broward,,,,,,0,0,0,,82,69,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/20/2003,Florida,Broward,,,,,,0,0,0,,82,68,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/21/2003,Florida,Broward,,,,,,0,0,0,,82,69,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/22/2003,Florida,Broward,,,,,,0,0,0,,80,67,67,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/23/2003,Florida,Broward,,,,,,0,0,0,,84,67,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/24/2003,Florida,Broward,,,,,,0,0,0,,84,69,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/25/2003,Florida,Broward,,,,,,0,0,0,,82,74,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/26/2003,Florida,Broward,,,,,,0,0,0,,86,76,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/27/2003,Florida,Broward,,,,,,1.2,0,0,,78,64,67,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/28/2003,Florida,Broward,,,,,,1,0,0,,84,67,70,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/29/2003,Florida,Broward,,,,,,0.03,0,0,,80,70,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,4/30/2003,Florida,Broward,,,,,,0,0,0,,89,70,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/1/2003,Florida,Broward,,,,,,0.72,0,0,,79,71,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/2/2003,Florida,Broward,,,,,,0,0,0,,87,72,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/3/2003,Florida,Broward,,,,,,0.27,0,0,,87,71,71,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/4/2003,Florida,Broward,,,,,,0.01,0,0,,84,71,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/5/2003,Florida,Broward,,,,,,0,0,0,,84,71,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/6/2003,Florida,Broward,,,,,,0,0,0,,86,72,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/7/2003,Florida,Broward,,,,,,0,0,0,,86,78,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/8/2003,Florida,Broward,,,,,,0,0,0,,86,78,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/9/2003,Florida,Broward,,,,,,0,0,0,,86,78,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/10/2003,Florida,Broward,,,,,,0,0,0,,87,78,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/11/2003,Florida,Broward,,,,,,0,0,0,,87,78,80,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/12/2003,Florida,Broward,,,,,,0,0,0,,85,75,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/13/2003,Florida,Broward,,,,,,0,0,0,,88,75,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/14/2003,Florida,Broward,,,,,,2.3,0,0,,86,72,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/15/2003,Florida,Broward,,,,,,0,0,0,,86,72,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/16/2003,Florida,Broward,,,,,,0,0,0,,88,74,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/17/2003,Florida,Broward,,,,,,0,0,0,,88,76,81,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/18/2003,Florida,Broward,,,,,,0,0,0,,88,77,81,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/19/2003,Florida,Broward,,,,,,0.4,0,0,,85,76,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/20/2003,Florida,Broward,,,,,,0,0,0,,87,76,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/21/2003,Florida,Broward,,,,,,0,0,0,,85,78,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/22/2003,Florida,Broward,,,,,,0.12,0,0,,85,74,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/23/2003,Florida,Broward,,,,,,0.78,0,0,,82,71,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/24/2003,Florida,Broward,,,,,,2.55,0,0,,87,71,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/25/2003,Florida,Broward,,,,,,0.4,0,0,,87,72,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/26/2003,Florida,Broward,,,,,,0.05,0,0,,87,72,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/27/2003,Florida,Broward,,,,,,0.05,0,0,,89,74,76,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/28/2003,Florida,Broward,,,,,,8.79,0,0,,90,70,73,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/29/2003,Florida,Broward,,,,,,0.88,0,0,,79,71,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/30/2003,Florida,Broward,,,,,,0.25,0,0,,84,69,69,,,,,,,,,,,,,,,,,,,,,
USC00084050,5/31/2003,Florida,Broward,,,,,,0,0,0,,89,69,72,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/1/2003,Florida,Broward,,,,,,0,0,0,,87,72,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/2/2003,Florida,Broward,,,,,,0,0,0,,91,72,75,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/3/2003,Florida,Broward,,,,,,0,0,0,,88,75,78,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/4/2003,Florida,Broward,,,,,,0,0,0,,88,77,82,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/5/2003,Florida,Broward,,,,,,0.03,0,0,,89,77,77,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/6/2003,Florida,Broward,,,,,,0,0,0,,89,75,80,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/7/2003,Florida,Broward,,,,,,0.09,0,0,,89,78,79,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/8/2003,Florida,Broward,,,,,,1.5,0,0,,85,73,80,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/9/2003,Florida,Broward,,,,,,0.4,0,0,,89,77,77,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/10/2003,Florida,Broward,,,,,,0.91,0,0,,89,74,74,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/11/2003,Florida,Broward,,,,,,0,0,0,,87,74,81,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/12/2003,Florida,Broward,,,,,,0,0,0,,88,74,81,,,,,,,,,,,,,,,,,,,,,
USC00084050,6/13/2003,Florida,Broward,,,,,,0,0,0,,89,79,80,,,,,,,,,,,,,,,,,,,,,
